ring_id,species,wing_length_mm,weight_g,fat_score,date,sex
AX-80633,Kohlmeise,75.3,20.0,5,2025-08-12,M
AX-61713,Blaumeise,62.8,12.5,5,2025-08-12,M
AX-56009,Kohlmeise,76.4,20.0,4,2025-08-12,U
AX-28204,Blaumeise,60.6,11.2,3,2025-08-12,F
AX-69328,Kohlmeise,74.9,17.3,4,2025-08-12,U
AX-20860,Blaumeise,59.3,11.3,3,2025-08-12,F
AX-38351,Amsel,125.3,95.7,1,2025-08-12,U
AX-45561,Amsel,122.6,99.5,3,2025-08-12,U
AX-76450,Kohlmeise,78.0,16.0,1,2025-08-12,M
AX-97859,Amsel,128.2,91.6,4,2025-08-12,F
AX-23212,Amsel,125.9,87.4,0,2025-08-12,F
AX-14421,Amsel,130.1,99.9,3,2025-08-12,U
AX-73935,Blaumeise,64.5,11.0,2,2025-08-12,M
AX-90807,Kohlmeise,79.1,18.3,5,2025-08-12,F
AX-20540,Blaumeise,60.3,9.5,1,2025-08-12,F
AX-63647,Kohlmeise,70.3,17.2,4,2025-08-12,U
AX-40226,Amsel,133.8,88.4,3,2025-08-12,U
AX-88515,Blaumeise,61.7,13.5,4,2025-08-13,U
AX-24515,Kohlmeise,79.3,19.4,1,2025-08-13,U
AX-54200,Blaumeise,59.7,11.3,0,2025-08-13,F
AX-72402,Amsel,118.4,101.6,0,2025-08-13,F
AX-41372,Amsel,128.6,94.1,3,2025-08-13,F
AX-36508,Blaumeise,64.7,10.7,2,2025-08-13,U
AX-94279,Amsel,129.4,101.7,4,2025-08-13,U
AX-45111,Amsel,131.2,81.9,0,2025-08-13,U
AX-63163,Blaumeise,62.1,12.5,1,2025-08-13,U
AX-14410,Blaumeise,63.4,11.4,3,2025-08-13,M
AX-99918,Blaumeise,63.3,10.1,4,2025-08-14,M
AX-13304,Amsel,132.6,100.3,1,2025-08-14,M
AX-43270,Kohlmeise,78.2,19.5,5,2025-08-14,U
AX-41346,Kohlmeise,71.4,17.6,2,2025-08-14,U
AX-35768,Kohlmeise,73.3,17.1,4,2025-08-14,U
AX-79401,Blaumeise,61.6,11.6,5,2025-08-14,U
AX-94593,Blaumeise,63.0,13.0,5,2025-08-14,F
AX-28036,Blaumeise,63.3,11.7,3,2025-08-14,U
AX-12892,Blaumeise,64.0,10.5,3,2025-08-14,M
AX-77666,Blaumeise,63.0,10.5,5,2025-08-14,U
AX-44290,Blaumeise,60.2,12.7,3,2025-08-14,U
AX-70115,Amsel,135.7,94.8,1,2025-08-15,M
AX-11819,Kohlmeise,73.7,16.8,1,2025-08-15,F
AX-23727,Amsel,126.0,95.6,3,2025-08-15,U
AX-14826,Blaumeise,61.6,9.4,2,2025-08-15,U
AX-16560,Blaumeise,61.3,10.7,4,2025-08-15,M
AX-44589,Amsel,126.5,102.5,2,2025-08-15,F
AX-94521,Kohlmeise,74.4,17.3,3,2025-08-15,U
AX-57494,Kohlmeise,71.6,17.4,3,2025-08-15,F
AX-92075,Blaumeise,65.2,12.4,2,2025-08-15,M
AX-17743,Amsel,118.3,94.8,3,2025-08-15,F
AX-78601,Blaumeise,62.1,11.2,5,2025-08-15,U
AX-80599,Blaumeise,64.8,11.5,4,2025-08-16,M
AX-62518,Amsel,132.0,103.9,1,2025-08-16,F
AX-11081,Kohlmeise,74.7,17.9,3,2025-08-16,U
AX-11810,Blaumeise,64.8,11.0,4,2025-08-16,U
AX-20368,Amsel,121.0,89.2,1,2025-08-16,F
AX-48285,Blaumeise,63.5,10.3,0,2025-08-16,U
AX-61444,Kohlmeise,75.1,18.9,5,2025-08-16,U
AX-62616,Amsel,122.2,95.8,5,2025-08-16,F
AX-20591,Kohlmeise,73.3,17.9,5,2025-08-16,F
AX-80857,Amsel,126.8,97.0,3,2025-08-16,U
AX-73121,Amsel,127.3,102.7,0,2025-08-16,M
AX-68823,Kohlmeise,73.5,18.8,4,2025-08-17,M
AX-73062,Kohlmeise,73.2,19.3,5,2025-08-17,F
AX-92748,Kohlmeise,73.4,18.1,4,2025-08-17,U
AX-12905,Kohlmeise,74.4,17.3,3,2025-08-17,M
AX-43530,Blaumeise,60.3,11.8,0,2025-08-17,F
AX-40431,Kohlmeise,71.8,16.1,5,2025-08-18,F
AX-18424,Amsel,128.2,96.1,5,2025-08-18,F
AX-60172,Kohlmeise,70.2,18.1,1,2025-08-18,F
AX-47149,Kohlmeise,73.4,17.4,1,2025-08-18,M
AX-91889,Kohlmeise,74.9,17.4,4,2025-08-18,U
AX-67754,Blaumeise,61.7,10.5,1,2025-08-18,U
AX-51378,Amsel,124.5,83.3,2,2025-08-18,U
AX-72226,Kohlmeise,73.0,18.9,1,2025-08-18,U
AX-45913,Kohlmeise,72.6,17.6,0,2025-08-18,F
AX-24379,Blaumeise,63.4,10.6,2,2025-08-18,M
AX-66137,Kohlmeise,76.7,17.4,4,2025-08-19,M
AX-89940,Blaumeise,62.0,10.2,5,2025-08-19,M
AX-29123,Blaumeise,63.4,9.0,0,2025-08-19,M
AX-49622,Blaumeise,58.8,9.4,3,2025-08-19,F
AX-73723,Kohlmeise,76.8,19.2,5,2025-08-19,F
AX-41793,Blaumeise,60.6,11.3,4,2025-08-19,F
AX-24952,Blaumeise,67.1,11.0,4,2025-08-19,M
AX-42189,Kohlmeise,74.6,19.2,4,2025-08-19,F
AX-44965,Amsel,125.7,91.6,1,2025-08-20,M
AX-97623,Blaumeise,59.5,10.5,5,2025-08-20,U
AX-23013,Blaumeise,61.8,9.2,3,2025-08-20,F
AX-13552,Amsel,131.6,109.3,4,2025-08-20,U
AX-40251,Kohlmeise,77.8,18.7,4,2025-08-20,M
AX-15118,Amsel,129.0,108.8,5,2025-08-20,F
AX-41580,Kohlmeise,73.1,18.9,4,2025-08-20,U
AX-58967,Amsel,130.0,99.8,5,2025-08-21,M
AX-78143,Blaumeise,63.1,11.2,3,2025-08-21,M
AX-41793,Amsel,128.4,86.9,4,2025-08-21,F
AX-93556,Blaumeise,59.6,11.3,5,2025-08-21,F
AX-16657,Kohlmeise,76.6,17.5,2,2025-08-21,F
AX-81271,Kohlmeise,77.0,14.8,0,2025-08-21,F
AX-77593,Blaumeise,58.8,10.8,3,2025-08-21,F
AX-84352,Kohlmeise,76.2,17.2,0,2025-08-21,U
AX-30885,Amsel,130.5,88.6,0,2025-08-21,U
AX-17608,Blaumeise,60.0,11.4,5,2025-08-21,F
AX-16368,Amsel,130.6,94.5,2,2025-08-22,M
AX-61294,Blaumeise,64.6,10.5,5,2025-08-22,U
AX-84905,Amsel,134.0,92.2,0,2025-08-22,M
AX-91472,Blaumeise,59.4,9.3,4,2025-08-22,F
AX-93880,Blaumeise,58.5,11.7,1,2025-08-22,F
AX-93536,Amsel,128.5,106.9,2,2025-08-22,U
AX-67808,Amsel,134.5,98.4,0,2025-08-22,F
AX-39582,Kohlmeise,74.6,16.7,4,2025-08-22,F
AX-34783,Kohlmeise,68.2,17.4,3,2025-08-23,F
AX-32604,Kohlmeise,76.5,19.3,1,2025-08-23,U
AX-49843,Amsel,129.1,107.1,3,2025-08-23,U
AX-66918,Kohlmeise,76.5,14.6,3,2025-08-23,M
AX-49909,Blaumeise,60.5,11.9,5,2025-08-23,U
AX-35563,Amsel,127.4,104.1,0,2025-08-23,M
AX-52115,Kohlmeise,75.4,18.6,0,2025-08-23,M
AX-91396,Amsel,127.7,104.8,1,2025-08-23,U
AX-73678,Blaumeise,61.8,13.8,5,2025-08-23,M
AX-26701,Blaumeise,65.0,11.1,4,2025-08-23,M
AX-38962,Kohlmeise,79.0,18.8,2,2025-08-24,U
AX-13957,Kohlmeise,73.0,14.8,2,2025-08-24,U
AX-67696,Blaumeise,61.2,11.1,2,2025-08-24,M
AX-61927,Amsel,130.9,89.5,0,2025-08-24,U
AX-31590,Kohlmeise,76.4,15.5,2,2025-08-24,U
AX-48749,Blaumeise,65.5,11.1,2,2025-08-24,M
AX-38849,Blaumeise,61.2,10.6,2,2025-08-24,F
AX-33789,Blaumeise,60.8,11.1,2,2025-08-24,U
AX-85856,Amsel,126.8,100.6,3,2025-08-24,M
AX-23150,Kohlmeise,74.5,20.8,3,2025-08-24,U
AX-85004,Blaumeise,60.7,11.4,1,2025-08-24,F
AX-22307,Kohlmeise,77.8,18.2,2,2025-08-25,M
AX-14045,Amsel,129.8,96.2,4,2025-08-25,U
AX-34930,Blaumeise,61.9,9.8,4,2025-08-25,U
AX-19235,Kohlmeise,76.5,18.6,2,2025-08-25,M
AX-87048,Amsel,121.7,101.0,4,2025-08-27,F
AX-89752,Amsel,130.7,90.8,3,2025-08-27,M
AX-85564,Amsel,135.0,102.5,1,2025-08-27,U
AX-52834,Blaumeise,61.0,11.2,2,2025-08-27,M
AX-24585,Blaumeise,63.2,10.3,0,2025-08-27,U
AX-70570,Kohlmeise,73.2,17.7,1,2025-08-27,M
AX-15582,Blaumeise,59.1,10.4,3,2025-08-27,F
AX-12902,Blaumeise,58.4,10.0,2,2025-08-27,F
AX-49939,Amsel,120.7,95.3,5,2025-08-27,F
AX-36193,Kohlmeise,69.9,17.4,4,2025-08-27,F
AX-55850,Blaumeise,61.3,9.2,0,2025-08-27,U
AX-11141,Kohlmeise,72.2,19.2,5,2025-08-27,U
AX-80407,Kohlmeise,70.2,18.5,4,2025-08-27,F
AX-91144,Blaumeise,60.2,11.2,1,2025-08-27,U
AX-38849,Amsel,139.4,95.6,0,2025-08-27,M
AX-96554,Amsel,129.6,99.3,4,2025-08-27,U
AX-10713,Amsel,130.5,77.7,4,2025-08-27,M
AX-69051,Blaumeise,63.1,11.1,2,2025-08-27,U
AX-22998,Amsel,135.2,86.1,2,2025-08-27,F
AX-57676,Amsel,127.8,91.1,5,2025-08-27,M
AX-69128,Kohlmeise,73.3,18.3,2,2025-08-27,F
AX-66523,Blaumeise,62.6,10.5,4,2025-08-27,U
AX-33501,Amsel,120.8,70.6,4,2025-08-27,M
AX-25694,Blaumeise,61.5,10.7,4,2025-08-28,M
AX-24651,Amsel,123.9,80.3,1,2025-08-28,U
AX-91737,Blaumeise,62.1,12.7,3,2025-08-28,U
AX-93592,Blaumeise,59.1,11.1,2,2025-08-28,F
AX-59024,Blaumeise,62.6,11.4,1,2025-08-28,M
AX-57438,Kohlmeise,75.5,17.5,2,2025-08-28,M
AX-42590,Kohlmeise,76.6,17.5,3,2025-08-28,M
AX-10822,Amsel,133.7,92.1,0,2025-08-29,F
AX-72998,Kohlmeise,74.5,17.7,2,2025-08-29,U
AX-55817,Blaumeise,61.9,11.3,3,2025-08-29,F
AX-37122,Kohlmeise,76.7,16.2,4,2025-08-29,U
AX-85293,Amsel,122.8,93.3,1,2025-08-29,F
AX-39386,Blaumeise,60.9,11.1,3,2025-08-30,U
AX-12196,Blaumeise,61.4,11.8,0,2025-08-30,F
AX-85440,Blaumeise,63.3,10.3,5,2025-08-30,U
AX-48879,Amsel,126.7,92.1,2,2025-08-30,M
AX-50773,Amsel,126.2,112.1,0,2025-08-30,F
AX-57477,Amsel,127.2,95.7,5,2025-08-30,U
AX-40154,Amsel,122.9,102.2,5,2025-09-01,U
AX-43836,Amsel,135.1,97.8,2,2025-09-01,U
AX-47123,Kohlmeise,73.3,17.3,2,2025-09-01,F
AX-19207,Blaumeise,61.2,11.0,4,2025-09-01,F
AX-18480,Kohlmeise,74.1,17.1,4,2025-09-01,U
AX-72885,Kohlmeise,76.0,17.4,1,2025-09-01,M
AX-14217,Kohlmeise,78.8,21.2,4,2025-09-01,M
AX-34039,Blaumeise,63.4,10.7,1,2025-09-01,U
AX-27603,Amsel,126.1,104.1,2,2025-09-01,U
AX-68884,Blaumeise,61.8,10.2,2,2025-09-01,U
AX-85197,Kohlmeise,78.8,20.1,3,2025-09-01,M
AX-29996,Amsel,129.1,83.4,3,2025-09-01,M
AX-42118,Amsel,128.8,93.4,5,2025-09-01,M
AX-83512,Blaumeise,61.0,12.6,4,2025-09-01,U
AX-31923,Amsel,124.4,81.7,4,2025-09-01,U
AX-71301,Kohlmeise,75.2,18.0,0,2025-09-01,U
AX-93623,Kohlmeise,74.6,20.2,3,2025-09-01,F
AX-96192,Kohlmeise,71.8,15.8,5,2025-09-01,F
AX-97500,Kohlmeise,73.2,17.7,4,2025-09-01,F
AX-88737,Blaumeise,64.1,13.7,4,2025-09-01,U
AX-45237,Amsel,124.9,96.7,5,2025-09-01,U
AX-70556,Blaumeise,63.8,10.5,2,2025-09-01,M
AX-57906,Blaumeise,62.8,10.8,1,2025-09-01,U
AX-89289,Blaumeise,61.8,10.5,1,2025-09-01,F
AX-76152,Kohlmeise,74.4,21.7,3,2025-09-01,M
AX-53689,Kohlmeise,76.4,17.0,5,2025-09-01,M
AX-27155,Amsel,121.2,105.0,1,2025-09-01,F
AX-50309,Blaumeise,60.2,11.4,0,2025-09-01,F
AX-16751,Kohlmeise,75.5,19.1,2,2025-09-01,F
AX-80571,Blaumeise,60.0,11.2,1,2025-09-01,F
AX-28205,Blaumeise,64.0,9.0,3,2025-09-01,F
AX-84529,Blaumeise,65.7,10.0,5,2025-09-01,M
AX-89951,Kohlmeise,77.4,16.2,1,2025-09-01,M
AX-73759,Blaumeise,60.2,11.7,0,2025-09-01,U
AX-11494,Blaumeise,63.2,11.6,2,2025-09-01,U
AX-77261,Blaumeise,63.7,11.6,3,2025-09-01,M
AX-75086,Amsel,128.2,100.0,5,2025-09-03,U
AX-64996,Amsel,125.7,89.6,2,2025-09-03,M
AX-12003,Kohlmeise,73.1,16.8,2,2025-09-03,F
AX-26567,Amsel,121.2,94.4,4,2025-09-03,F
AX-23563,Kohlmeise,76.0,19.6,5,2025-09-03,F
AX-29846,Kohlmeise,74.5,20.2,2,2025-09-03,M
AX-50165,Blaumeise,63.6,11.6,2,2025-09-03,M
AX-94791,Amsel,127.0,89.4,0,2025-09-03,F
AX-35695,Amsel,128.7,95.2,2,2025-09-03,F
AX-99909,Amsel,125.6,101.1,1,2025-09-03,U
AX-51192,Amsel,123.6,91.7,3,2025-09-03,F
AX-86039,Blaumeise,62.0,10.8,0,2025-09-03,M
AX-27936,Amsel,129.7,107.8,5,2025-09-03,M
AX-19690,Amsel,125.8,94.8,1,2025-09-03,M
AX-64741,Kohlmeise,78.0,19.2,2,2025-09-03,M
AX-32524,Blaumeise,62.8,11.8,2,2025-09-03,F
AX-87322,Amsel,130.0,95.8,3,2025-09-03,F
AX-53688,Blaumeise,58.0,11.9,2,2025-09-03,F
AX-22646,Kohlmeise,74.2,17.2,4,2025-09-03,U
AX-77602,Blaumeise,60.0,11.8,3,2025-09-03,F
AX-40977,Blaumeise,62.7,10.8,2,2025-09-03,U
AX-59283,Amsel,122.9,101.2,3,2025-09-03,U
AX-54275,Blaumeise,62.4,11.4,4,2025-09-03,F
AX-66848,Blaumeise,63.9,11.1,3,2025-09-03,M
AX-94811,Kohlmeise,76.4,20.6,1,2025-09-03,F
AX-79849,Kohlmeise,71.2,17.8,0,2025-09-03,F
AX-42138,Kohlmeise,73.4,17.5,5,2025-09-03,F
AX-72971,Amsel,135.0,99.9,5,2025-09-03,M
AX-30472,Kohlmeise,74.4,17.1,5,2025-09-03,M
AX-69266,Blaumeise,62.5,10.9,3,2025-09-03,M
AX-53966,Blaumeise,59.4,9.6,0,2025-09-03,F
AX-48567,Amsel,127.3,92.1,1,2025-09-03,M
AX-29537,Blaumeise,61.7,11.5,1,2025-09-03,M
AX-65068,Kohlmeise,74.6,18.4,3,2025-09-03,M
AX-20396,Amsel,131.9,94.7,1,2025-09-03,U
AX-12844,Blaumeise,60.3,10.6,1,2025-09-03,F
AX-89598,Kohlmeise,74.3,13.4,3,2025-09-03,F
AX-53229,Blaumeise,58.6,11.7,1,2025-09-03,F
AX-30463,Amsel,132.1,106.2,3,2025-09-03,U
AX-91606,Amsel,130.8,104.1,5,2025-09-03,M
AX-24545,Amsel,128.9,91.7,0,2025-09-03,M
AX-51126,Kohlmeise,73.9,17.5,0,2025-09-03,U
AX-60380,Kohlmeise,76.5,15.5,0,2025-09-03,M
AX-56986,Amsel,120.7,95.0,3,2025-09-03,U
AX-90080,Kohlmeise,75.9,18.9,1,2025-09-03,U
AX-19594,Blaumeise,61.8,9.8,1,2025-09-04,U
AX-29611,Blaumeise,61.6,10.5,5,2025-09-04,U
AX-54891,Kohlmeise,72.1,17.9,3,2025-09-04,F
AX-39983,Kohlmeise,72.8,16.3,3,2025-09-04,U
AX-29826,Kohlmeise,73.5,17.9,0,2025-09-04,F
AX-60596,Blaumeise,60.7,12.8,5,2025-09-04,F
AX-69644,Kohlmeise,73.7,19.2,0,2025-09-04,U
AX-65201,Amsel,128.5,92.5,0,2025-09-04,U
AX-61305,Kohlmeise,75.4,16.8,1,2025-09-04,M
AX-20090,Kohlmeise,70.6,17.6,0,2025-09-04,U
AX-35545,Amsel,121.2,96.6,0,2025-09-04,M
AX-15518,Kohlmeise,73.7,18.9,4,2025-09-04,F
AX-88957,Blaumeise,63.6,11.8,5,2025-09-04,U
AX-58706,Blaumeise,61.0,10.3,1,2025-09-04,M
AX-68592,Kohlmeise,73.2,16.7,2,2025-09-04,F
AX-60731,Blaumeise,62.5,11.9,5,2025-09-04,U
AX-35591,Amsel,130.0,88.7,3,2025-09-04,U
AX-21914,Amsel,126.6,105.3,2,2025-09-04,M
AX-86775,Blaumeise,57.6,10.8,0,2025-09-04,F
AX-58069,Amsel,125.1,79.0,4,2025-09-04,F
AX-81180,Kohlmeise,76.8,19.1,0,2025-09-04,M
AX-83288,Kohlmeise,73.4,18.1,3,2025-09-04,U
AX-32042,Kohlmeise,78.0,17.6,2,2025-09-04,M
AX-92661,Blaumeise,63.3,9.8,2,2025-09-04,M
AX-37065,Amsel,129.0,106.4,4,2025-09-04,M
AX-79976,Blaumeise,64.1,9.4,4,2025-09-04,U
AX-43411,Amsel,129.5,95.9,2,2025-09-04,U
AX-50945,Blaumeise,59.6,10.8,4,2025-09-04,F
AX-41355,Blaumeise,62.0,10.5,3,2025-09-05,F
AX-91049,Kohlmeise,75.6,18.4,2,2025-09-05,F
AX-43065,Amsel,126.9,101.7,5,2025-09-05,F
AX-97016,Blaumeise,61.7,11.2,5,2025-09-05,U
AX-39351,Kohlmeise,72.8,16.6,3,2025-09-05,U
AX-70039,Kohlmeise,73.1,17.2,1,2025-09-05,U
AX-21046,Amsel,123.8,104.2,3,2025-09-05,M
AX-15524,Amsel,136.5,99.9,5,2025-09-05,U
AX-93310,Amsel,123.3,103.9,1,2025-09-05,U
AX-65352,Kohlmeise,75.3,16.9,1,2025-09-05,F
AX-12752,Amsel,129.7,102.3,4,2025-09-05,M
AX-26673,Kohlmeise,72.8,17.8,3,2025-09-05,F
AX-38553,Blaumeise,61.5,10.3,3,2025-09-05,U
AX-10148,Blaumeise,63.0,9.4,0,2025-09-05,M
AX-65176,Amsel,127.6,93.8,4,2025-09-05,U
AX-84445,Amsel,133.1,91.5,3,2025-09-05,U
AX-93555,Kohlmeise,74.7,18.3,5,2025-09-05,M
AX-61565,Amsel,129.3,88.5,1,2025-09-05,U
AX-55971,Kohlmeise,77.4,16.7,3,2025-09-05,M
AX-58917,Blaumeise,61.6,10.6,3,2025-09-05,F
AX-91892,Blaumeise,60.6,11.6,0,2025-09-05,U
AX-47520,Amsel,128.3,98.5,5,2025-09-05,F
AX-35283,Amsel,125.9,81.6,3,2025-09-05,U
AX-93906,Kohlmeise,75.1,18.6,3,2025-09-05,M
AX-28667,Blaumeise,61.2,10.3,1,2025-09-06,F
AX-59469,Kohlmeise,72.4,19.4,0,2025-09-06,F
AX-60245,Kohlmeise,71.1,20.2,1,2025-09-06,F
AX-67285,Kohlmeise,72.5,15.4,1,2025-09-06,U
AX-61864,Kohlmeise,72.8,16.2,3,2025-09-06,U
AX-53570,Kohlmeise,77.6,18.6,4,2025-09-06,M
AX-78408,Blaumeise,63.3,10.5,2,2025-09-06,U
AX-60766,Kohlmeise,76.2,16.2,4,2025-09-06,F
AX-74961,Kohlmeise,73.3,19.6,1,2025-09-06,F
AX-24899,Amsel,123.5,105.1,5,2025-09-06,U
AX-32638,Amsel,123.8,105.0,0,2025-09-06,F
AX-86424,Kohlmeise,80.7,17.7,5,2025-09-06,M
AX-98535,Blaumeise,62.1,10.5,0,2025-09-06,U
AX-63483,Amsel,129.1,86.2,5,2025-09-06,F
AX-79424,Amsel,132.0,85.0,4,2025-09-06,M
AX-35045,Amsel,130.5,97.3,0,2025-09-06,M
AX-92101,Blaumeise,63.5,11.4,1,2025-09-06,M
AX-31016,Blaumeise,59.0,13.1,0,2025-09-06,U
AX-65548,Kohlmeise,76.9,16.0,2,2025-09-06,U
AX-17661,Amsel,123.3,86.6,3,2025-09-06,U
AX-39689,Kohlmeise,71.6,18.9,5,2025-09-06,F
AX-52484,Blaumeise,59.2,12.2,4,2025-09-06,F
AX-67863,Kohlmeise,72.9,17.0,1,2025-09-06,U
AX-67337,Blaumeise,60.1,12.3,5,2025-09-06,F
AX-26006,Blaumeise,59.3,10.2,2,2025-09-06,F
AX-79075,Blaumeise,60.1,12.6,3,2025-09-07,U
AX-38784,Blaumeise,63.8,11.3,3,2025-09-07,U
AX-78500,Amsel,124.0,92.9,3,2025-09-07,M
AX-61518,Amsel,122.9,101.0,2,2025-09-07,M
AX-78230,Blaumeise,61.8,11.4,1,2025-09-07,F
AX-34005,Kohlmeise,78.2,20.1,3,2025-09-07,M
AX-19710,Kohlmeise,72.2,18.3,0,2025-09-07,F
AX-59737,Blaumeise,62.9,12.6,3,2025-09-07,M
AX-48586,Amsel,129.8,95.2,4,2025-09-07,F
AX-16101,Amsel,132.4,105.0,4,2025-09-07,M
AX-42617,Blaumeise,65.5,10.9,0,2025-09-07,M
AX-81222,Blaumeise,57.4,10.0,4,2025-09-07,F
AX-84222,Blaumeise,62.3,10.4,2,2025-09-07,U
AX-70466,Amsel,123.9,101.2,5,2025-09-07,U
AX-86576,Blaumeise,59.8,10.0,5,2025-09-07,F
AX-54452,Kohlmeise,71.0,17.3,0,2025-09-07,F
AX-68065,Blaumeise,61.0,12.1,2,2025-09-07,M
AX-80526,Blaumeise,59.3,12.8,3,2025-09-07,F
AX-34474,Kohlmeise,74.8,19.4,4,2025-09-07,U
AX-30623,Kohlmeise,76.5,17.7,4,2025-09-07,U
AX-48917,Kohlmeise,74.7,18.9,4,2025-09-07,U
AX-37778,Kohlmeise,77.4,18.5,0,2025-09-07,M
AX-24595,Blaumeise,62.8,9.6,4,2025-09-07,U
AX-13550,Blaumeise,63.9,11.7,2,2025-09-07,U
AX-50777,Blaumeise,61.9,10.9,2,2025-09-07,M
AX-75238,Amsel,127.7,95.3,4,2025-09-07,M
AX-13356,Amsel,130.8,90.3,5,2025-09-07,M
AX-87399,Blaumeise,61.9,9.8,1,2025-09-07,U
AX-80399,Blaumeise,64.1,12.0,2,2025-09-07,M
AX-97941,Kohlmeise,72.7,18.4,4,2025-09-11,F
AX-72837,Kohlmeise,75.1,19.0,5,2025-09-11,U
AX-19000,Amsel,124.1,100.3,3,2025-09-11,U
AX-15924,Amsel,132.7,99.7,1,2025-09-11,U
AX-37981,Blaumeise,63.4,10.9,1,2025-09-11,U
AX-94070,Kohlmeise,78.3,19.7,3,2025-09-11,U
AX-49151,Blaumeise,59.9,10.4,2,2025-09-11,F
AX-35166,Amsel,130.1,100.0,2,2025-09-11,U
AX-58750,Kohlmeise,80.6,16.5,4,2025-09-11,M
AX-82483,Amsel,134.5,91.7,3,2025-09-11,M
AX-91731,Blaumeise,62.8,10.8,0,2025-09-11,F
AX-45130,Blaumeise,64.5,10.5,1,2025-09-11,M
AX-10925,Blaumeise,60.7,11.1,1,2025-09-11,U
AX-81152,Kohlmeise,75.3,22.6,4,2025-09-11,F
AX-81907,Amsel,126.4,101.9,5,2025-09-11,F
AX-55662,Blaumeise,64.1,11.2,0,2025-09-11,M
AX-78740,Blaumeise,60.9,11.4,2,2025-09-11,F
AX-55191,Kohlmeise,77.4,15.9,5,2025-09-11,U
AX-28095,Amsel,128.4,102.4,2,2025-09-11,M
AX-50778,Blaumeise,60.6,9.8,1,2025-09-11,M
AX-54524,Blaumeise,59.6,13.0,1,2025-09-11,F
AX-77104,Kohlmeise,73.6,19.5,0,2025-09-11,F
AX-10595,Blaumeise,58.6,9.2,0,2025-09-11,U
AX-80061,Kohlmeise,74.7,18.2,4,2025-09-11,F
AX-18592,Kohlmeise,78.6,17.4,0,2025-09-11,U
AX-63850,Blaumeise,59.4,11.2,5,2025-09-11,F
AX-55879,Blaumeise,63.2,10.5,5,2025-09-11,U
AX-37006,Amsel,118.5,86.9,0,2025-09-11,U
AX-40516,Blaumeise,64.6,10.5,3,2025-09-11,M
AX-48519,Amsel,132.6,94.8,5,2025-09-11,F
AX-48136,Amsel,127.2,84.9,1,2025-09-11,U
AX-40555,Blaumeise,61.9,12.1,3,2025-09-11,U
AX-15596,Blaumeise,65.4,12.0,1,2025-09-11,M
AX-42069,Amsel,129.5,99.7,4,2025-09-11,M
AX-83006,Amsel,130.0,102.3,5,2025-09-11,F
AX-95935,Amsel,127.0,101.6,1,2025-09-11,F
AX-78021,Amsel,136.7,93.1,2,2025-09-11,M
AX-81937,Kohlmeise,76.2,15.1,1,2025-09-11,M
AX-70805,Kohlmeise,72.3,17.9,4,2025-09-11,F
AX-12148,Amsel,123.5,102.2,0,2025-09-11,F
AX-79285,Blaumeise,60.0,11.3,4,2025-09-11,U
AX-78669,Kohlmeise,74.3,19.1,4,2025-09-11,F
AX-61553,Amsel,128.5,91.0,5,2025-09-11,M
AX-91108,Amsel,128.2,93.2,5,2025-09-11,U
AX-36325,Kohlmeise,74.7,19.6,3,2025-09-11,M
AX-94252,Kohlmeise,76.0,17.0,2,2025-09-11,U
AX-80441,Amsel,127.0,94.0,4,2025-09-11,M
AX-91248,Kohlmeise,73.1,18.2,3,2025-09-11,F
AX-18536,Kohlmeise,78.6,16.1,4,2025-09-11,M
AX-45837,Amsel,131.3,82.8,1,2025-09-11,U
AX-68305,Kohlmeise,80.0,17.9,5,2025-09-11,U
AX-69940,Kohlmeise,74.8,18.3,1,2025-09-11,M
AX-64809,Kohlmeise,74.2,17.7,1,2025-09-11,U
AX-39089,Kohlmeise,75.6,15.0,5,2025-09-11,M
AX-59268,Kohlmeise,79.5,16.8,4,2025-09-11,M
AX-15800,Amsel,127.3,86.5,4,2025-09-11,F
AX-31011,Blaumeise,59.1,9.6,0,2025-09-11,F
AX-21199,Blaumeise,64.1,12.4,4,2025-09-11,M
AX-26700,Amsel,127.1,101.6,0,2025-09-11,F
AX-15786,Kohlmeise,75.6,17.0,3,2025-09-11,U
AX-85522,Blaumeise,60.7,11.6,0,2025-09-11,M
AX-68111,Blaumeise,63.1,10.6,0,2025-09-11,U
AX-78150,Blaumeise,63.0,11.7,2,2025-09-11,M
AX-76380,Blaumeise,60.2,10.4,3,2025-09-11,U
AX-28409,Amsel,118.8,107.0,4,2025-09-11,F
AX-31118,Amsel,132.6,87.5,5,2025-09-11,M
AX-40658,Amsel,136.3,90.5,4,2025-09-11,M
AX-63362,Amsel,123.0,91.9,1,2025-09-11,U
AX-99324,Amsel,132.3,106.8,4,2025-09-11,F
AX-87159,Amsel,130.5,81.7,3,2025-09-11,M
AX-87874,Kohlmeise,78.5,18.2,3,2025-09-11,M
AX-33249,Kohlmeise,73.6,18.6,5,2025-09-11,U
AX-16042,Amsel,129.5,85.1,0,2025-09-11,F
AX-97285,Blaumeise,60.3,10.5,2,2025-09-11,F
AX-58986,Amsel,133.1,90.9,1,2025-09-11,F
AX-93174,Blaumeise,63.0,11.7,5,2025-09-11,M
AX-43335,Blaumeise,63.7,12.5,4,2025-09-11,U
AX-75719,Blaumeise,60.7,11.0,1,2025-09-11,U
AX-36252,Blaumeise,63.8,10.2,2,2025-09-11,U
